country,country_code,cluster_id,search_category,primary_head_query,keyword_cluster_terms,user_search_intent,volume_type,estimated_monthly_volume,volume_confidence_level,trend_signal,seasonality_pattern,commercial_intent_score
Nigeria,NG,NG-CLS-0190,property,lagos land use charge online payment portal v5,"discount on land use charge early payment, land use charge calculator lagos, property tax assessment lagos (var 5)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,17500,HIGH,SEASONAL_PEAK,Q1_Q2,60
Nigeria,NG,NG-CLS-0191,tax,how to get tcc on taxpro max fast,"reasons for tcc rejection nrs, tax clearance certificate requirement for tender, tcc verification portal (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,77000,HIGH,STABLE,EVERGREEN,75
Nigeria,NG,NG-CLS-0192,tax,how to get tcc on taxpro max fast v2,"reasons for tcc rejection nrs, tax clearance certificate requirement for tender, tcc verification portal (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,66500,HIGH,STABLE,EVERGREEN,75
Nigeria,NG,NG-CLS-0193,tax,how to get tcc on taxpro max fast v3,"reasons for tcc rejection nrs, tax clearance certificate requirement for tender, tcc verification portal (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,56000,HIGH,STABLE,EVERGREEN,75
Nigeria,NG,NG-CLS-0194,tax,how to get tcc on taxpro max fast v4,"reasons for tcc rejection nrs, tax clearance certificate requirement for tender, tcc verification portal (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,45500,HIGH,STABLE,EVERGREEN,75
Nigeria,NG,NG-CLS-0195,tax,how to get tcc on taxpro max fast v5,"reasons for tcc rejection nrs, tax clearance certificate requirement for tender, tcc verification portal (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,35000,HIGH,STABLE,EVERGREEN,75
Nigeria,NG,NG-CLS-0196,customs/import,nigeria customs exchange rate for duty today,"how to calculate import duty on cars in nigeria 2026, cencon portal import tariff lookup (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,154000,HIGH,RISING_SEARCH,DAILY_FLUCTUATION,90
Nigeria,NG,NG-CLS-0197,customs/import,nigeria customs exchange rate for duty today v2,"how to calculate import duty on cars in nigeria 2026, cencon portal import tariff lookup (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,133000,HIGH,RISING_SEARCH,DAILY_FLUCTUATION,90
Nigeria,NG,NG-CLS-0198,customs/import,nigeria customs exchange rate for duty today v3,"how to calculate import duty on cars in nigeria 2026, cencon portal import tariff lookup (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,112000,HIGH,RISING_SEARCH,DAILY_FLUCTUATION,90
Nigeria,NG,NG-CLS-0199,customs/import,nigeria customs exchange rate for duty today v4,"how to calculate import duty on cars in nigeria 2026, cencon portal import tariff lookup (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,91000,HIGH,RISING_SEARCH,DAILY_FLUCTUATION,90
Nigeria,NG,NG-CLS-0200,customs/import,nigeria customs exchange rate for duty today v5,"how to calculate import duty on cars in nigeria 2026, cencon portal import tariff lookup (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,70000,HIGH,RISING_SEARCH,DAILY_FLUCTUATION,90
Kenya,KE,KE-CLS-0201,payroll,shif deduction calculator kenya 2026,"paye calculator with shif and housing levy, taifa care shif calculator payslip, new NHIF to SHIF rates (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,143000,HIGH,STABLE,EVERGREEN,85
Kenya,KE,KE-CLS-0202,payroll,shif deduction calculator kenya 2026 v2,"paye calculator with shif and housing levy, taifa care shif calculator payslip, new NHIF to SHIF rates (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,123500,HIGH,STABLE,EVERGREEN,85
Kenya,KE,KE-CLS-0203,payroll,shif deduction calculator kenya 2026 v3,"paye calculator with shif and housing levy, taifa care shif calculator payslip, new NHIF to SHIF rates (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,104000,HIGH,STABLE,EVERGREEN,85
Kenya,KE,KE-CLS-0204,payroll,shif deduction calculator kenya 2026 v4,"paye calculator with shif and housing levy, taifa care shif calculator payslip, new NHIF to SHIF rates (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,84500,HIGH,STABLE,EVERGREEN,85
Kenya,KE,KE-CLS-0205,payroll,shif deduction calculator kenya 2026 v5,"paye calculator with shif and housing levy, taifa care shif calculator payslip, new NHIF to SHIF rates (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,65000,HIGH,STABLE,EVERGREEN,85
Kenya,KE,KE-CLS-0206,e-invoicing,etims kra registration process 2026,"how to generate etims invoice on phone, kra etims for small business, etims app step by step (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,121000,HIGH,STABLE,EVERGREEN,80
Kenya,KE,KE-CLS-0207,e-invoicing,etims kra registration process 2026 v2,"how to generate etims invoice on phone, kra etims for small business, etims app step by step (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,104500,HIGH,STABLE,EVERGREEN,80
Kenya,KE,KE-CLS-0208,e-invoicing,etims kra registration process 2026 v3,"how to generate etims invoice on phone, kra etims for small business, etims app step by step (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,88000,HIGH,STABLE,EVERGREEN,80
Kenya,KE,KE-CLS-0209,e-invoicing,etims kra registration process 2026 v4,"how to generate etims invoice on phone, kra etims for small business, etims app step by step (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,71500,HIGH,STABLE,EVERGREEN,80
Kenya,KE,KE-CLS-0210,e-invoicing,etims kra registration process 2026 v5,"how to generate etims invoice on phone, kra etims for small business, etims app step by step (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,55000,HIGH,STABLE,EVERGREEN,80
Kenya,KE,KE-CLS-0211,pensions,nssf rates table 2026 kenya,"nssf tier 2 calculation payslip, new nssf rates calculator, upper earnings limit nssf kenya (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,77000,HIGH,STABLE,ANNUAL_FEBRUARY,75
Kenya,KE,KE-CLS-0212,pensions,nssf rates table 2026 kenya v2,"nssf tier 2 calculation payslip, new nssf rates calculator, upper earnings limit nssf kenya (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,66500,HIGH,STABLE,ANNUAL_FEBRUARY,75
Kenya,KE,KE-CLS-0213,pensions,nssf rates table 2026 kenya v3,"nssf tier 2 calculation payslip, new nssf rates calculator, upper earnings limit nssf kenya (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,56000,HIGH,STABLE,ANNUAL_FEBRUARY,75
Kenya,KE,KE-CLS-0214,pensions,nssf rates table 2026 kenya v4,"nssf tier 2 calculation payslip, new nssf rates calculator, upper earnings limit nssf kenya (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,45500,HIGH,STABLE,ANNUAL_FEBRUARY,75
Kenya,KE,KE-CLS-0215,pensions,nssf rates table 2026 kenya v5,"nssf tier 2 calculation payslip, new nssf rates calculator, upper earnings limit nssf kenya (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,35000,HIGH,STABLE,ANNUAL_FEBRUARY,75
Kenya,KE,KE-CLS-0216,digital identity,maisha card application on ecitizen 2026,"how to check maisha namba online, ecitizen maisha card tracking, unique personal identifier application (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,93500,HIGH,STABLE,EVERGREEN,30
Kenya,KE,KE-CLS-0217,digital identity,maisha card application on ecitizen 2026 v2,"how to check maisha namba online, ecitizen maisha card tracking, unique personal identifier application (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,80750,HIGH,STABLE,EVERGREEN,30
Kenya,KE,KE-CLS-0218,digital identity,maisha card application on ecitizen 2026 v3,"how to check maisha namba online, ecitizen maisha card tracking, unique personal identifier application (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,68000,HIGH,STABLE,EVERGREEN,30
Kenya,KE,KE-CLS-0219,digital identity,maisha card application on ecitizen 2026 v4,"how to check maisha namba online, ecitizen maisha card tracking, unique personal identifier application (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,55250,HIGH,STABLE,EVERGREEN,30
Kenya,KE,KE-CLS-0220,digital identity,maisha card application on ecitizen 2026 v5,"how to check maisha namba online, ecitizen maisha card tracking, unique personal identifier application (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,42500,HIGH,STABLE,EVERGREEN,30
Kenya,KE,KE-CLS-0221,tax,how to apply for kra tcc on itax 2026,"kra tcc application status check, why kra tcc is rejected, kra tax compliance certificate download (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,104500,HIGH,STABLE,EVERGREEN,70
Kenya,KE,KE-CLS-0222,tax,how to apply for kra tcc on itax 2026 v2,"kra tcc application status check, why kra tcc is rejected, kra tax compliance certificate download (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,90250,HIGH,STABLE,EVERGREEN,70
Kenya,KE,KE-CLS-0223,tax,how to apply for kra tcc on itax 2026 v3,"kra tcc application status check, why kra tcc is rejected, kra tax compliance certificate download (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,76000,HIGH,STABLE,EVERGREEN,70
Kenya,KE,KE-CLS-0224,tax,how to apply for kra tcc on itax 2026 v4,"kra tcc application status check, why kra tcc is rejected, kra tax compliance certificate download (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,61750,HIGH,STABLE,EVERGREEN,70
Kenya,KE,KE-CLS-0225,tax,how to apply for kra tcc on itax 2026 v5,"kra tcc application status check, why kra tcc is rejected, kra tax compliance certificate download (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,47500,HIGH,STABLE,EVERGREEN,70
Kenya,KE,KE-CLS-0226,SME reporting,turnover tax rate kenya 2026,"who qualifies for turnover tax kra, how to file tot on itax, tot 3 percent gross sales formula (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,44000,HIGH,STABLE,MONTHLY_RECURRING,75
Kenya,KE,KE-CLS-0227,SME reporting,turnover tax rate kenya 2026 v2,"who qualifies for turnover tax kra, how to file tot on itax, tot 3 percent gross sales formula (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,38000,HIGH,STABLE,MONTHLY_RECURRING,75
Kenya,KE,KE-CLS-0228,SME reporting,turnover tax rate kenya 2026 v3,"who qualifies for turnover tax kra, how to file tot on itax, tot 3 percent gross sales formula (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,32000,HIGH,STABLE,MONTHLY_RECURRING,75
Kenya,KE,KE-CLS-0229,SME reporting,turnover tax rate kenya 2026 v4,"who qualifies for turnover tax kra, how to file tot on itax, tot 3 percent gross sales formula (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,26000,HIGH,STABLE,MONTHLY_RECURRING,75
Kenya,KE,KE-CLS-0230,SME reporting,turnover tax rate kenya 2026 v5,"who qualifies for turnover tax kra, how to file tot on itax, tot 3 percent gross sales formula (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,20000,HIGH,STABLE,MONTHLY_RECURRING,75
Kenya,KE,KE-CLS-0231,income tax,how to file nil return on itax 2026,"kra penalty for late filing, p9 form download kra, june 30 kra tax deadline (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,275000,HIGH,SEASONAL_PEAK,MAY_JUNE,60
Kenya,KE,KE-CLS-0232,income tax,how to file nil return on itax 2026 v2,"kra penalty for late filing, p9 form download kra, june 30 kra tax deadline (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,237500,HIGH,SEASONAL_PEAK,MAY_JUNE,60
Kenya,KE,KE-CLS-0233,income tax,how to file nil return on itax 2026 v3,"kra penalty for late filing, p9 form download kra, june 30 kra tax deadline (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,200000,HIGH,SEASONAL_PEAK,MAY_JUNE,60
Kenya,KE,KE-CLS-0234,income tax,how to file nil return on itax 2026 v4,"kra penalty for late filing, p9 form download kra, june 30 kra tax deadline (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,162500,HIGH,SEASONAL_PEAK,MAY_JUNE,60
Kenya,KE,KE-CLS-0235,income tax,how to file nil return on itax 2026 v5,"kra penalty for late filing, p9 form download kra, june 30 kra tax deadline (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,125000,HIGH,SEASONAL_PEAK,MAY_JUNE,60
Kenya,KE,KE-CLS-0236,licensing,ntsa smart driving license renewal fee 2026,"logbook transfer cost ecitizen, ntsa ecitizen account creation, driving license renewal duration (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,132000,HIGH,STABLE,EVERGREEN,50
Kenya,KE,KE-CLS-0237,licensing,ntsa smart driving license renewal fee 2026 v2,"logbook transfer cost ecitizen, ntsa ecitizen account creation, driving license renewal duration (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,114000,HIGH,STABLE,EVERGREEN,50
Kenya,KE,KE-CLS-0238,licensing,ntsa smart driving license renewal fee 2026 v3,"logbook transfer cost ecitizen, ntsa ecitizen account creation, driving license renewal duration (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,96000,HIGH,STABLE,EVERGREEN,50
Kenya,KE,KE-CLS-0239,licensing,ntsa smart driving license renewal fee 2026 v4,"logbook transfer cost ecitizen, ntsa ecitizen account creation, driving license renewal duration (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,78000,HIGH,STABLE,EVERGREEN,50
Kenya,KE,KE-CLS-0240,licensing,ntsa smart driving license renewal fee 2026 v5,"logbook transfer cost ecitizen, ntsa ecitizen account creation, driving license renewal duration (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,60000,HIGH,STABLE,EVERGREEN,50
Kenya,KE,KE-CLS-0241,property,ardhisasa land rates check online 2026,"how to pay land rent ecitizen, nairobi county land rates payment, land clearance certificate nairobi (var 1)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,55000,HIGH,STABLE,EVERGREEN,65
Kenya,KE,KE-CLS-0242,property,ardhisasa land rates check online 2026 v2,"how to pay land rent ecitizen, nairobi county land rates payment, land clearance certificate nairobi (var 2)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,47500,HIGH,STABLE,EVERGREEN,65
Kenya,KE,KE-CLS-0243,property,ardhisasa land rates check online 2026 v3,"how to pay land rent ecitizen, nairobi county land rates payment, land clearance certificate nairobi (var 3)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,40000,HIGH,STABLE,EVERGREEN,65
Kenya,KE,KE-CLS-0244,property,ardhisasa land rates check online 2026 v4,"how to pay land rent ecitizen, nairobi county land rates payment, land clearance certificate nairobi (var 4)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,32500,HIGH,STABLE,EVERGREEN,65
Kenya,KE,KE-CLS-0245,property,ardhisasa land rates check online 2026 v5,"how to pay land rent ecitizen, nairobi county land rates payment, land clearance certificate nairobi (var 5)",INFORMATIONAL_LOCAL,ESTIMATED_MONTHLY,25000,HIGH,STABLE,EVERGREEN,65
Kenya,KE,KE-CLS-0246,customs/import,kra customs duty calculator imported cars 2026,"idf rate kenya customs, crsp table kra download 2026, total import duty on toyota vitz (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,88000,HIGH,STABLE,EVERGREEN,90
Kenya,KE,KE-CLS-0247,customs/import,kra customs duty calculator imported cars 2026 v2,"idf rate kenya customs, crsp table kra download 2026, total import duty on toyota vitz (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,76000,HIGH,STABLE,EVERGREEN,90
Kenya,KE,KE-CLS-0248,customs/import,kra customs duty calculator imported cars 2026 v3,"idf rate kenya customs, crsp table kra download 2026, total import duty on toyota vitz (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,64000,HIGH,STABLE,EVERGREEN,90
Kenya,KE,KE-CLS-0249,customs/import,kra customs duty calculator imported cars 2026 v4,"idf rate kenya customs, crsp table kra download 2026, total import duty on toyota vitz (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,52000,HIGH,STABLE,EVERGREEN,90
Kenya,KE,KE-CLS-0250,customs/import,kra customs duty calculator imported cars 2026 v5,"idf rate kenya customs, crsp table kra download 2026, total import duty on toyota vitz (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,40000,HIGH,STABLE,EVERGREEN,90
Morocco,MA,MA-CLS-0251,income tax,calculateur salaire net maroc 2026,"nouveau bareme ir maroc 2026, calcul impot sur le revenu dgi maroc, simulation fiche de paie maroc (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,176000,HIGH,STABLE,ANNUAL_JANUARY,85
Morocco,MA,MA-CLS-0252,income tax,calculateur salaire net maroc 2026 v2,"nouveau bareme ir maroc 2026, calcul impot sur le revenu dgi maroc, simulation fiche de paie maroc (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,152000,HIGH,STABLE,ANNUAL_JANUARY,85
Morocco,MA,MA-CLS-0253,income tax,calculateur salaire net maroc 2026 v3,"nouveau bareme ir maroc 2026, calcul impot sur le revenu dgi maroc, simulation fiche de paie maroc (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,128000,HIGH,STABLE,ANNUAL_JANUARY,85
Morocco,MA,MA-CLS-0254,income tax,calculateur salaire net maroc 2026 v4,"nouveau bareme ir maroc 2026, calcul impot sur le revenu dgi maroc, simulation fiche de paie maroc (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,104000,HIGH,STABLE,ANNUAL_JANUARY,85
Morocco,MA,MA-CLS-0255,income tax,calculateur salaire net maroc 2026 v5,"nouveau bareme ir maroc 2026, calcul impot sur le revenu dgi maroc, simulation fiche de paie maroc (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,80000,HIGH,STABLE,ANNUAL_JANUARY,85
Morocco,MA,MA-CLS-0256,VAT,taux tva maroc 2026 liste produits,"exoneration tva produits de base maroc, tva 10 percent vs 20 percent maroc, code general des impots tva (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,49500,HIGH,STABLE,EVERGREEN,75
Morocco,MA,MA-CLS-0257,VAT,taux tva maroc 2026 liste produits v2,"exoneration tva produits de base maroc, tva 10 percent vs 20 percent maroc, code general des impots tva (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,42750,HIGH,STABLE,EVERGREEN,75
Morocco,MA,MA-CLS-0258,VAT,taux tva maroc 2026 liste produits v3,"exoneration tva produits de base maroc, tva 10 percent vs 20 percent maroc, code general des impots tva (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,36000,HIGH,STABLE,EVERGREEN,75
Morocco,MA,MA-CLS-0259,VAT,taux tva maroc 2026 liste produits v4,"exoneration tva produits de base maroc, tva 10 percent vs 20 percent maroc, code general des impots tva (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,29250,HIGH,STABLE,EVERGREEN,75
Morocco,MA,MA-CLS-0260,VAT,taux tva maroc 2026 liste produits v5,"exoneration tva produits de base maroc, tva 10 percent vs 20 percent maroc, code general des impots tva (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,22500,HIGH,STABLE,EVERGREEN,75
Morocco,MA,MA-CLS-0261,SME reporting,declaration chiffre d affaires auto entrepreneur maroc 2026,"cotisation cnss auto entrepreneur 2026, impot auto entrepreneur simulation, registre auto entrepreneur maroc (var 1)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,77000,HIGH,STABLE,QUARTERLY_RECURRING,70
Morocco,MA,MA-CLS-0262,SME reporting,declaration chiffre d affaires auto entrepreneur maroc 2026 v2,"cotisation cnss auto entrepreneur 2026, impot auto entrepreneur simulation, registre auto entrepreneur maroc (var 2)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,66500,HIGH,STABLE,QUARTERLY_RECURRING,70
Morocco,MA,MA-CLS-0263,SME reporting,declaration chiffre d affaires auto entrepreneur maroc 2026 v3,"cotisation cnss auto entrepreneur 2026, impot auto entrepreneur simulation, registre auto entrepreneur maroc (var 3)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,56000,HIGH,STABLE,QUARTERLY_RECURRING,70
Morocco,MA,MA-CLS-0264,SME reporting,declaration chiffre d affaires auto entrepreneur maroc 2026 v4,"cotisation cnss auto entrepreneur 2026, impot auto entrepreneur simulation, registre auto entrepreneur maroc (var 4)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,45500,HIGH,STABLE,QUARTERLY_RECURRING,70
Morocco,MA,MA-CLS-0265,SME reporting,declaration chiffre d affaires auto entrepreneur maroc 2026 v5,"cotisation cnss auto entrepreneur 2026, impot auto entrepreneur simulation, registre auto entrepreneur maroc (var 5)",INFORMATIONAL_BUSINESS,ESTIMATED_MONTHLY,35000,HIGH,STABLE,QUARTERLY_RECURRING,70
Morocco,MA,MA-CLS-0266,vehicle,prix vignette auto maroc 2026 par puissance fiscale,"tarif vignette maroc 2026 diesel, recu paiement vignette tgr, amende retard vignette automobile (var 1)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,143000,HIGH,SEASONAL_PEAK,JANUARY_PEAK,60
Morocco,MA,MA-CLS-0267,vehicle,prix vignette auto maroc 2026 par puissance fiscale v2,"tarif vignette maroc 2026 diesel, recu paiement vignette tgr, amende retard vignette automobile (var 2)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,123500,HIGH,SEASONAL_PEAK,JANUARY_PEAK,60
Morocco,MA,MA-CLS-0268,vehicle,prix vignette auto maroc 2026 par puissance fiscale v3,"tarif vignette maroc 2026 diesel, recu paiement vignette tgr, amende retard vignette automobile (var 3)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,104000,HIGH,SEASONAL_PEAK,JANUARY_PEAK,60
Morocco,MA,MA-CLS-0269,vehicle,prix vignette auto maroc 2026 par puissance fiscale v4,"tarif vignette maroc 2026 diesel, recu paiement vignette tgr, amende retard vignette automobile (var 4)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,84500,HIGH,SEASONAL_PEAK,JANUARY_PEAK,60
Morocco,MA,MA-CLS-0270,vehicle,prix vignette auto maroc 2026 par puissance fiscale v5,"tarif vignette maroc 2026 diesel, recu paiement vignette tgr, amende retard vignette automobile (var 5)",INFORMATIONAL_CALCULATOR,ESTIMATED_MONTHLY,65000,HIGH,SEASONAL_PEAK,JANUARY_PEAK,60
Morocco,MA,MA-CLS-0271,benefits,consultation indice rsu maroc 2026,"seuil eligibilite aide sociale directe rsu, rnp rsu monprofil, inscription registre social unifie (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,198000,HIGH,STABLE,EVERGREEN,25
Morocco,MA,MA-CLS-0272,benefits,consultation indice rsu maroc 2026 v2,"seuil eligibilite aide sociale directe rsu, rnp rsu monprofil, inscription registre social unifie (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,171000,HIGH,STABLE,EVERGREEN,25
Morocco,MA,MA-CLS-0273,benefits,consultation indice rsu maroc 2026 v3,"seuil eligibilite aide sociale directe rsu, rnp rsu monprofil, inscription registre social unifie (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,144000,HIGH,STABLE,EVERGREEN,25
Morocco,MA,MA-CLS-0274,benefits,consultation indice rsu maroc 2026 v4,"seuil eligibilite aide sociale directe rsu, rnp rsu monprofil, inscription registre social unifie (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,117000,HIGH,STABLE,EVERGREEN,25
Morocco,MA,MA-CLS-0275,benefits,consultation indice rsu maroc 2026 v5,"seuil eligibilite aide sociale directe rsu, rnp rsu monprofil, inscription registre social unifie (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,90000,HIGH,STABLE,EVERGREEN,25
Morocco,MA,MA-CLS-0276,benefits,cotisation cnss amo auto entrepreneur 2026,"attestation affiliation cnss monprofil, remboursement amo cnss bareme, amo tadamon passage cnss (var 1)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,154000,HIGH,STABLE,EVERGREEN,40
Morocco,MA,MA-CLS-0277,benefits,cotisation cnss amo auto entrepreneur 2026 v2,"attestation affiliation cnss monprofil, remboursement amo cnss bareme, amo tadamon passage cnss (var 2)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,133000,HIGH,STABLE,EVERGREEN,40
Morocco,MA,MA-CLS-0278,benefits,cotisation cnss amo auto entrepreneur 2026 v3,"attestation affiliation cnss monprofil, remboursement amo cnss bareme, amo tadamon passage cnss (var 3)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,112000,HIGH,STABLE,EVERGREEN,40
Morocco,MA,MA-CLS-0279,benefits,cotisation cnss amo auto entrepreneur 2026 v4,"attestation affiliation cnss monprofil, remboursement amo cnss bareme, amo tadamon passage cnss (var 4)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,91000,HIGH,STABLE,EVERGREEN,40
Morocco,MA,MA-CLS-0280,benefits,cotisation cnss amo auto entrepreneur 2026 v5,"attestation affiliation cnss monprofil, remboursement amo cnss bareme, amo tadamon passage cnss (var 5)",INFORMATIONAL_GOV,ESTIMATED_MONTHLY,70000,HIGH,STABLE,EVERGREEN,40
Morocco,MA,MA-CLS-0281,digital identity,renouvellement cnie maroc 2026 rendez vous,"documents carte nationale electronique, monidentite ma rendez vous, delai carte nationale dgsn (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,121000,HIGH,STABLE,EVERGREEN,20
Morocco,MA,MA-CLS-0282,digital identity,renouvellement cnie maroc 2026 rendez vous v2,"documents carte nationale electronique, monidentite ma rendez vous, delai carte nationale dgsn (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,104500,HIGH,STABLE,EVERGREEN,20
Morocco,MA,MA-CLS-0283,digital identity,renouvellement cnie maroc 2026 rendez vous v3,"documents carte nationale electronique, monidentite ma rendez vous, delai carte nationale dgsn (var 3)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,88000,HIGH,STABLE,EVERGREEN,20
Morocco,MA,MA-CLS-0284,digital identity,renouvellement cnie maroc 2026 rendez vous v4,"documents carte nationale electronique, monidentite ma rendez vous, delai carte nationale dgsn (var 4)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,71500,HIGH,STABLE,EVERGREEN,20
Morocco,MA,MA-CLS-0285,digital identity,renouvellement cnie maroc 2026 rendez vous v5,"documents carte nationale electronique, monidentite ma rendez vous, delai carte nationale dgsn (var 5)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,55000,HIGH,STABLE,EVERGREEN,20
Morocco,MA,MA-CLS-0286,licensing,mutation carte grise maroc cout 2026,"solde de points permis de conduire narsa, main leveematricule narsa, demande permis de conduire (var 1)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,99000,HIGH,STABLE,EVERGREEN,45
Morocco,MA,MA-CLS-0287,licensing,mutation carte grise maroc cout 2026 v2,"solde de points permis de conduire narsa, main leveematricule narsa, demande permis de conduire (var 2)",INFORMATIONAL_NAVIGATIONAL,ESTIMATED_MONTHLY,85500,HIGH,STABLE,EVERGREEN,45
